Fecha,Fecha_Hora,Local,Local_Nombre,Carta,Carta_Label,Rubro,Subrubro,Producto,Descripcion,Precio_ARS,Precio_USD,Dolar_ARS
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENTRADAS,ENTRADAS,Provolone R&F,Queso provolone grillado,15900.0,11.24,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENTRADAS,ENTRADAS,Feller's Chicken Balls,Trocitos de pollo salteados.,19500.0,13.78,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENTRADAS,ENTRADAS,Monterrey Nachos,Nachos acompñados de sus salsas,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENTRADAS,ENTRADAS,Roll Over Bruschettas,Clasica entrada Italiana,16900.0,11.94,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENTRADAS,ENTRADAS,Tabla de Quesos y Fiambres,,32000.0,22.61,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENTRADAS,ENTRADAS,Fish&Chips,Tiritas de pescado,17900.0,12.65,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Caesar's Salad,Famosa ensalada Caesar's,19900.0,14.06,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Caesar's Chicken Salad,Tradicional Caesar's Salad acompañada de pollo,24500.0,17.31,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Caesar's Langostinos Salad,Tradicional Caesar's Salad con langostinos,27500.0,19.43,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Caesar's Bellagio Salad,Caesar's Salad acompañada de suprema,26500.0,18.73,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Mediterranean Salad,Fresca ensalada mediterranea,24500.0,17.31,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Italian Salad,,24500.0,17.31,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Smoked Salmon Salad,Ensalada de salmón ahumado,29900.0,21.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Guacamole Salad,Ensalada mexicana,24500.0,17.31,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Latin Rock Salad,Ensalada fresca,23900.0,16.89,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,R&F Sushi Salad,Ensalada Oriental,29000.0,20.49,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,ENSALADAS,ENSALADAS,Grilled Salmon Salad,Ensalada de salmón grillado a la leña,29900.0,21.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Malfattis R&F,Malfattis caseros de espinaca y queso parmesano,25500.0,18.02,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Green Crepes,Crepes relleno de espinaca y queso muzzarella,23900.0,16.89,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Small Green Crepe,Crepe relleno de espinaca y queso muzzarella,18900.0,13.36,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Macaroni & Cheese,Pasta con crema de queso cheddar y pollo,21500.0,15.19,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Chicken Spaghetti Bellagio,Crocante suprema de pollo sobre spaghetti,25900.0,18.3,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Pasta Negra con Mariscos,Papardelles caseros con mariscos,29500.0,20.85,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Italian Gnocchi,Ñoquis de calabaza rellenos de queso muzzarella,25500.0,18.02,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Sorrentinos de Jamon y Queso,,22900.0,16.18,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Lasagna de Salmón Rosado,Pasta italiana con salmón rosado y espinaca,28500.0,20.14,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,Mediterranean Penne Rigate,Penne rigate salteados,21900.0,15.48,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,PASTAS,PASTAS,R&F Chicken Pasta,Penne rigate con crema,22900.0,16.18,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Chicken Curry,Salteado de pollo y vegetales con crema de curry,27500.0,19.43,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Grilled Chicken,Pechuga de pollo grillada a la leña,25500.0,18.02,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Tennesse Chicken,Pechuga de pollo gratinada,28900.0,20.42,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Grilled Tenderloin,Medallones de lomo,32900.0,23.25,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Mushrooms Tenderloin,Medallones de lomo,30900.0,21.84,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,New York Strip,Bife de chorizo,31900.0,22.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Pepper New York,Bife de chorizo,32500.0,22.97,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Ojo de Bife Rock,Ojo de bife,33500.0,23.67,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Beef Ribs,Costillar de ternera ahumado,32900.0,23.25,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Bondiolita de Cerdo,Bondiola de cerdo laqueada con salsa BBQ ROCK®,28900.0,20.42,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,BBQ Ribs,Costillar de cerdo ahumado,33900.0,23.96,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Grilled Salmon,Salmón rosado grillado,36900.0,26.08,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Oriental Salmon,Salmón rosado grillado,37900.0,26.78,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Pacú a la Leña,Pacú grillado a la leña,31500.0,22.26,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CARNES & PESCADOS,CARNES & PESCADOS,Trucha Patagónica,Trucha grillada a la leña con guarnición.,31500.0,22.26,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,WOKS & VEGGIE,WOKS & VEGGIE,Wok de Salmón Rosado,Salteado de salmón rosado,31500.0,22.26,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,WOKS & VEGGIE,WOKS & VEGGIE,Wok de Lomo,Salteado de lomo,27900.0,19.72,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,WOKS & VEGGIE,WOKS & VEGGIE,Wok de Pollo,Salteado de pollo,25900.0,18.3,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,WOKS & VEGGIE,WOKS & VEGGIE,Vegetales Grillados,Vegetales asados,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,WOKS & VEGGIE,WOKS & VEGGIE,Vegan Wok,Salteado de vegetales con arroz yamaní,22500.0,15.9,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,TEX-MEX,TEX-MEX,Fajitas Chidas Mixtas (para compartir),,39500.0,27.92,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,TEX-MEX,TEX-MEX,Fajitas Chidas Lomo,,39500.0,27.92,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,TEX-MEX,TEX-MEX,Fajitas Chidas Pollo,,36500.0,25.8,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,TEX-MEX,TEX-MEX,Red Hot Beef Quesadillas,(Entera o media),29900.0,21.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,TEX-MEX,TEX-MEX,Red Hot Chicken Quesadillas,(Entera o media),28500.0,20.14,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,TEX-MEX,TEX-MEX,Quesadillas Capresse,,28500.0,20.14,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,R&F Burger,Hamburguesa casera de 150 grs.,18900.0,13.36,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Mini Cadillac Burgers,Mini hamburguesas caseras al estilo americano,19900.0,14.06,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Burger Not Meat,Hamburguesa hecha 100% a base de plantas,17500.0,12.37,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Grand Cadillac Burger,Hamburguesa casera estilo americana de 250 grs,19900.0,14.06,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Philly Cheese Steak,Hebras de lomo con cebollas caramelizadas,21500.0,15.19,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,R&F Steak,Sándwich de lomo,21000.0,14.84,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Tostado Mixto,Tostado de miga con jamón cocido y muzzarella,17900.0,12.65,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Deli Pastrami Sandwich,Sándwich de pastrón,21000.0,14.84,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SÁNDWICHES,SÁNDWICHES,Salmón Bagel,Bagel con salmón ahumado,25900.0,18.3,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Mini Macaroni & Cheese,Pasta con crema de cheddar y parmesano gratinado,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Tallarines kids,Acompañados de crema o salsa bolognesa.,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Burger Kids,Tradicional hamburguesa con queso cheddar y papas,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Fried Kids,Tiritas de pollo rebozadas,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Small Grilled Chicken,Pechuguita de pollo grillada a la leña,18500.0,13.07,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Promoción Paletas R&F,Chocolate o Americana con cobertura de chocolate,2500.0,1.77,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,MENÚ KIDS,MENÚ KIDS,Paleta R&F,Chocolate o Americana con cobertura de chocolate,3500.0,2.47,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SIN TACC,SIN - TACC,BBQ Ribs con Papa Rellena (sin TACC),Costillar de cerdo ahumado,31900.0,22.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SIN TACC,SIN - TACC,Pollo a la crema (sin TACC),Trocitos de pollo salteados .,25900.0,18.3,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,SIN TACC,SIN - TACC,Minicake Brownie,Clásico brownie de chocolate.,9900.0,7.0,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Brownie de Chocolate con Helado,,12900.0,9.12,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Brownie de Chocolate y Banana,,13500.0,9.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Apple Pudding,,7900.0,5.58,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Flan   Casero,Nuestra clásica receta con salsa de caramelo,8500.0,6.01,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Sweet Mix Combo,,14500.0,10.25,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Coco Rock,,12900.0,9.12,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Tiramisú,Clásico postre italiano de vainillas y mascarpone,13500.0,9.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Mousse de Tres Chocolate,,14000.0,9.89,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Ensalada de Frutas,,8500.0,6.01,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Feller's Ice Cream,Dos sabores de helado a elección,10500.0,7.42,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Feller's Sambayon,,11500.0,8.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Oreo Towers,,11500.0,8.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Ice Cream  Cup,,8500.0,6.01,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Panqueques rock sin helado,Panqueques con Dulce de leche,10500.0,7.42,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,POSTRES & HELADOS,POSTRES & HELADOS,Panqueques rock,Panqueques con dulce de leche,11900.0,8.41,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Key Lime Pie,,11500.0,8.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Chocotorta,,13500.0,9.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Big Apple,,12900.0,9.12,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Torta R&F,,13900.0,9.82,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Oreo Torta,,13500.0,9.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Carrot Cake,Torta humeda de zanahoria,10900.0,7.7,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Red Velvet Cheesecake,,10900.0,7.7,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,American Cheesecake,Cheesecake estilo americano,13500.0,9.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Caramel Dulce de leche Cheesecake,Cheesecake de dulce de leche,11900.0,8.41,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CHEESECAKE & TORTAS,TORTAS & CHEESECAKES,Small Chocotorta.,,8500.0,6.01,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café / Café Cortado,,3400.0,2.4,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café con crema,,3500.0,2.47,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café / Cortado en jarrito,,3600.0,2.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café con crema en jarrito,,3600.0,2.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café Doble,,3900.0,2.76,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Café con leche,,3900.0,2.76,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Capuccino,,3800.0,2.69,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Té (consultar sabores),,3400.0,2.4,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Té con leche,,3700.0,2.61,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Chocolate con leche,,4000.0,2.83,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Submarino,,4300.0,3.04,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,CAFETERÍA CLÁSICA,CAFETERIA CLÁSICA,Leche de almendras,,900.0,0.64,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,GASEOSAS,Gaseosas,Linea Coca Cola,3600.0,2.54,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,AGUAS,Aguas Minerales,Con y Sin Gas.,3700.0,2.61,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Jugos Exprimidos,,4900.0,3.46,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Licuados con agua,,5800.0,4.1,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Licuados con leche o jugo de naranja,,6000.0,4.24,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Agua de Maracuyá y Lima,"Agua, maracuyá, lima, jugo naranja y frutos rojos",11500.0,8.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Arnold Palmer,"Refrescante limonada con te, hielo y azucar",3700.0,2.61,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Primavera,"Jugo de naranja, maracuya y pulpa de frutilla",4900.0,3.46,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,Pomelada de pepino & menta,"Jarra de 1,5 lts",11500.0,8.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,JUGOS - LICUADOS,John Lemon,"Jarra de 1,5 lts",11500.0,8.13,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,LIMONADAS,R&F Lemonade,Resfrescante limonada con menta y jengibre,4500.0,3.18,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,LIMONADAS,Frozen Lemonade,Resfrescante limonada frozen,4400.0,3.11,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,ENERGIZANTE,Red Bull Sugarfree,,4900.0,3.46,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,restaurante,Restaurante,BEBIDAS SIN ALCOHOL,ENERGIZANTE,Red Bull,,4900.0,3.46,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno Express,Café con leche o té + 1 medialuna,9000.0,6.36,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno Tradicional,Café con leche o té + 2 medialunas o tostadas,9500.0,6.71,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno Light,Café con leche o té + tostadas de salvado,9500.0,6.71,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno New York,Café con leche o té + bagel,12000.0,8.48,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno Rock&Feller's,,12500.0,8.83,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Desayuno Americano,,12000.0,8.48,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Café con Torta,Infusión a elección + Torta,14000.0,9.89,1415.0
2026-03-03,2026-03-03 13:39:19,Alto Rosario,Alto Rosario,cafeteria,Cafeteria,DESAYUNOS & MERIENDAS,DESAYUNOS Y MERIENDAS,Licuado con Medio Tostado,Licuado con medio tostado,15500.0,10.95,1415.0
